N,P,K,temperature,humidity,ph,rainfall,label
63.31142768674155,34.308678494144075,64.31792358733794,24.0614129504214,64.6805592132731,7.093013764066712,867.8934498940947,almond
56.1274791065099,32.37415096410926,56.19079889497239,17.535779099341053,75.74269294896713,6.425027389162322,684.3997882552198,almond
53.24779253110384,36.57123666297637,53.94650616319193,16.233856796439223,73.68209952651108,6.79017501302525,819.7340544731376,almond
77.06325354025195,36.97116510939801,60.81479443481786,18.625504901086792,65.11572371061875,6.799787103360399,715.9690625241177,almond
55.98862258513736,44.26139092254469,59.91001850174711,17.179437522784266,61.03165563345655,6.923516515389347,795.4240398798811,almond
51.56587257384905,40.459961321788356,78.52208694368294,23.183039264752846,65.5456336657658,7.246155526665137,769.9929661388298,almond
59.22901145074506,33.494481522053555,50.14318673088382,18.080415444280778,84.86212527455788,6.5511073008795515,647.2643522945042,almond
52.46298463545622,35.67214441314011,63.88081863142026,22.367329225582285,81.87021504122961,6.720260825592454,713.9252228173583,almond
62.20842287602376,39.877725635611796,56.8055050810314,19.504909395563153,69.32946965146986,7.3932387815669,645.2090737301709,almond
65.56530279486952,36.48280692164485,53.08113415656345,19.797856679924838,81.39734361668985,7.120465201836138,929.4375994210297,almond
59.761159739266986,42.82321827907003,42.535032639401706,22.191740011667264,60.762573802322855,6.527083180469532,871.6240220229324,almond
66.02354993750562,35.095001655310746,56.43722364217663,16.013189677828436,82.66653415629146,6.730502132368938,691.4616782484708,almond
66.1026807846805,36.64375554829842,56.46826530821974,21.36871315496895,86.77676995469933,7.457287377849926,770.4812176280639,almond
57.93807635703615,38.365627513869875,58.28913211538297,19.019131402312638,72.8132336587877,7.098706759021526,780.456448420987,almond
60.034089710949736,33.82706433312426,50.564195052997235,18.878279139292374,63.595961020010485,7.15097877551117,730.6262273590423,almond
61.43292553396503,24.888425334021324,53.71295461021825,23.743889969758115,89.15346248162882,6.36040959490032,746.9067145309247,almond
60.40153473294018,47.316210562426434,58.71759356812585,20.804126246222967,64.3468461627367,7.113273654728881,749.1389825064665,almond
65.11531225804269,29.25103711252821,54.831092626953705,22.061708949037996,81.84649045835579,7.467598103645367,586.4507093409005,almond
63.91238062533513,45.952278129049894,53.39642449912874,18.489872721059275,61.22325424664292,7.568868317892821,851.9187651574609,almond
60.06096230493425,33.172303515837285,64.32724488419404,16.739003902199183,65.23099287014975,6.693525255255399,930.8256805853796,almond
54.77831138442509,33.38969241897162,65.4234481157978,16.71769515617612,84.51666600603647,7.454628841472369,1046.2356502314221,almond
57.83672694780738,33.970666414522476,50.39972368210801,23.175272682969705,70.47628723837983,7.173980521872299,784.6482118772051,almond
61.669952335639174,36.73224104748488,55.466501856143395,20.619343192429344,64.84886142283841,7.075429423166292,848.8635004672745,almond
61.16555341327648,28.915725538203805,66.9956492821391,23.533615097371204,66.7280792838168,6.675106109924227,841.8265371032861,almond
